cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
12.5,3.29,40.71921157836914,-73.98977661132812,1,40.72370529174805,-73.95101165771484,0,2,2,1,27,20,57,29,2,1,27,21,8,49
11.0,1.97,40.75675201416016,-73.92937469482422,1,40.74262619018555,-73.91569519042969,0,2,5,1,2,20,39,4,5,1,2,20,53,53
11.0,1.94,40.82051467895508,-73.93655395507812,1,40.84060287475586,-73.9403076171875,0,2,3,1,14,16,34,31,3,1,14,16,48,9
9.5,2.5,40.67544937133789,-73.96773529052734,1,40.67936325073242,-73.93009185791016,0,1,4,1,1,0,19,8,4,1,1,0,27,48
4.5,0.72,40.73188400268555,-73.9021224975586,1,40.741310119628906,-73.89956665039062,0,2,4,1,22,23,10,43,5,1,23,0,0,0
11.0,2.85,40.77410125732422,-73.87287139892578,1,40.769996643066406,-73.91763305664062,0,2,4,1,15,18,10,48,4,1,15,18,21,29
9.5,2.17,40.82291793823242,-73.9181900024414,1,40.80757522583008,-73.94511413574219,0,2,6,1,3,22,7,22,6,1,3,22,17,26
19.5,6.0,40.80476379394531,-73.9371109008789,1,40.879024505615234,-73.90467071533203,0,1,5,1,9,9,11,23,5,1,9,9,25,48
6.0,1.12,40.73579406738281,-73.85116577148438,1,40.7210578918457,-73.84405517578125,0,2,1,1,26,23,24,9,1,1,26,23,29,26
4.5,0.8,40.679195404052734,-73.96304321289062,1,40.68352890014648,-73.97624969482422,0,2,2,1,27,20,9,2,2,1,27,20,12,8
11.0,2.25,40.65576171875,-73.95984649658203,2,40.68410110473633,-73.97765350341797,0,2,6,1,24,20,28,53,6,1,24,20,41,47
11.5,2.2,40.75508499145508,-73.88978576660156,1,40.775123596191406,-73.91178131103516,0,1,2,1,27,17,45,23,2,1,27,17,59,19
10.5,2.64,40.78037643432617,-73.95508575439453,1,40.812591552734375,-73.9377212524414,0,2,6,1,10,11,9,50,6,1,10,11,21,7
59.0,13.9,40.64550018310547,-73.77632904052734,1,40.67928314208984,-73.99507141113281,0,1,3,1,14,16,11,32,3,1,14,17,32,12
6.5,1.07,40.791011810302734,-73.97442626953125,5,40.80481719970703,-73.96656799316406,0,2,3,1,7,11,6,37,3,1,7,11,12,38
19.5,5.39,40.722049713134766,-73.95777130126953,1,40.68667602539063,-73.99046325683594,0,2,5,1,16,16,11,42,5,1,16,16,30,46
5.5,1.13,40.79012298583984,-73.95208740234375,1,40.7972412109375,-73.94065856933594,0,2,2,1,20,21,47,29,2,1,20,21,51,54
4.0,0.47,40.815731048583984,-73.96038818359375,1,40.81036758422852,-73.96179962158203,0,2,5,1,9,14,39,10,5,1,9,14,41,41
8.0,1.75,40.71860885620117,-73.84044647216797,2,40.73270797729492,-73.86357879638672,0,2,4,1,15,21,2,57,4,1,15,21,11,21
5.5,0.75,40.79952621459961,-73.93778991699219,1,40.79987716674805,-73.94499206542969,0,2,4,1,22,22,43,39,4,1,22,22,49,12
11.5,2.74,40.71974563598633,-73.99295043945312,1,40.68684005737305,-73.99286651611328,0,2,5,1,16,20,54,12,5,1,16,21,6,7
4.0,0.56,40.71408462524414,-73.84867858886719,1,40.72112655639648,-73.8441162109375,0,2,0,1,18,0,11,35,0,1,18,0,14,7
14.5,4.04,40.732852935791016,-73.85218048095703,1,40.74351501464844,-73.92353820800781,0,2,4,1,1,0,45,19,4,1,1,0,58,8
7.0,0.86,40.6927604675293,-73.99263000488281,2,40.6936149597168,-73.98323059082031,0,2,0,1,11,15,31,36,0,1,11,15,40,12
30.0,9.96,40.727325439453125,-74.00048828125,2,40.76642990112305,-73.92021179199219,0,2,4,1,1,22,51,13,4,1,1,23,12,47
4.5,0.6,40.692630767822266,-73.9917984008789,1,40.69999694824219,-73.99153137207031,0,1,2,1,13,9,11,20,2,1,13,9,15,33
4.0,0.5,40.80490112304688,-73.9562759399414,1,40.79946517944336,-73.95503997802734,0,1,5,1,2,10,42,37,5,1,2,10,44,47
10.5,2.45,40.69827651977539,-73.94381713867188,1,40.71951675415039,-73.95590209960938,0,2,5,1,30,2,43,50,5,1,30,2,55,44
8.0,1.72,40.79604721069336,-73.96492767333984,1,40.80793380737305,-73.9453125,0,2,6,1,3,15,58,38,6,1,3,16,6,51
5.5,0.8,40.81103897094727,-73.95899200439453,2,40.81993103027344,-73.9553451538086,0,1,5,1,9,10,47,29,5,1,9,10,52,29
8.5,1.84,40.74919891357422,-73.86856842041016,6,40.74599838256836,-73.8988037109375,0,2,5,1,9,4,20,19,5,1,9,4,28,45
5.5,0.77,40.80058670043945,-73.9693603515625,1,40.81023788452149,-73.96221160888672,0,2,3,1,28,18,26,25,3,1,28,18,31,19
14.5,2.94,40.82324600219727,-73.90560150146484,1,40.80877304077149,-73.94803619384766,0,2,5,1,2,19,46,19,5,1,2,20,5,13
7.5,1.44,40.67183303833008,-73.96391296386719,1,40.67383575439453,-73.98567962646484,0,2,5,1,16,11,43,2,5,1,16,11,50,43
28.0,8.07,40.76006317138672,-73.9644775390625,5,40.68708801269531,-73.9757080078125,0,2,4,1,29,18,6,58,4,1,29,18,40,26
15.5,0.4,40.71128463745117,-73.85993194580078,1,40.71125030517578,-73.85855102539062,1,1,2,1,27,21,35,40,2,1,27,22,2,13
8.0,1.36,40.691707611083984,-73.995849609375,1,40.70383071899414,-73.98625946044922,0,2,2,1,20,18,39,11,2,1,20,18,49,0
12.5,3.22,40.85981369018555,-73.92235565185547,1,40.840728759765625,-73.94019317626953,0,2,2,1,27,19,54,13,2,1,27,20,6,17
8.0,1.77,40.6803092956543,-73.8050308227539,1,40.7004508972168,-73.8077163696289,0,2,5,1,2,21,53,20,5,1,2,21,59,46
22.5,6.63,40.81273651123047,-73.8624267578125,1,40.82608795166016,-73.94964599609375,0,2,2,1,13,15,37,2,2,1,13,16,2,36
12.5,2.72,40.68809127807617,-73.96664428710938,1,40.71440124511719,-73.95699310302734,0,2,5,1,16,22,33,13,5,1,16,22,48,35
4.5,0.6,40.8145751953125,-73.94573211669922,1,40.80803680419922,-73.94515991210938,0,2,1,1,19,0,25,22,1,1,19,0,30,40
5.5,0.77,40.6861457824707,-73.96849060058594,1,40.681678771972656,-73.97697448730469,0,2,6,1,3,18,18,58,6,1,3,18,24,59
10.0,2.84,40.77447128295898,-73.87238311767578,1,40.7700424194336,-73.91779327392578,0,2,4,1,8,17,7,52,4,1,8,17,14,21
5.5,1.13,40.79707717895508,-73.93800354003906,1,40.789772033691406,-73.94819641113281,0,2,4,1,29,23,55,55,4,1,29,23,59,50
5.5,0.85,40.74456024169922,-73.8849868774414,1,40.74811172485352,-73.8966293334961,0,2,6,1,3,19,46,23,6,1,3,19,52,13
15.5,4.58,40.74920272827149,-73.99224853515625,1,40.80484390258789,-73.96410369873047,0,2,6,1,3,10,32,10,6,1,3,10,48,4
7.5,1.0,40.72615814208984,-73.9489974975586,1,40.7145881652832,-73.96125030517578,0,2,5,1,9,20,32,59,5,1,9,20,42,55
19.0,4.48,40.73904800415039,-73.94255065917969,1,40.74837875366211,-73.8760986328125,0,2,3,1,21,11,15,39,3,1,21,11,38,18
6.5,1.36,40.71350860595703,-73.82299041748047,1,40.72154235839844,-73.8442153930664,0,2,6,1,17,18,48,52,6,1,17,18,54,17
5.0,0.63,40.74451446533203,-73.910400390625,1,40.74346923828125,-73.92329406738281,0,2,5,1,2,1,44,8,5,1,2,1,48,38
10.5,2.59,40.80215835571289,-73.9367904663086,1,40.80141067504883,-73.93745422363281,0,2,6,1,17,5,12,27,6,1,17,5,22,35
23.5,3.14,40.87470626831055,-73.91007232666016,1,40.876224517822266,-73.90713500976562,0,2,6,1,17,4,25,48,6,1,17,5,1,20
5.5,1.04,40.72587585449219,-73.94178771972656,1,40.71794891357422,-73.95756530761719,0,2,4,1,22,22,43,49,4,1,22,22,48,49
25.0,7.07,40.75821685791016,-73.97583770751953,1,40.83491897583008,-73.94430541992188,0,2,6,1,17,11,37,3,6,1,17,11,57,40
15.0,3.94,40.6758918762207,-73.94496154785156,1,40.721412658691406,-73.95758056640625,0,2,5,1,30,0,22,23,5,1,30,0,42,13
7.0,1.36,40.716590881347656,-73.94192504882812,1,40.71762847900391,-73.9625244140625,0,2,6,1,17,22,5,40,6,1,17,22,12,5
26.0,6.3,40.81071090698242,-73.95278930664062,1,40.8543701171875,-73.93354034423828,0,1,1,1,12,9,40,17,1,1,12,10,12,46
9.0,1.86,40.76505279541016,-73.92276000976562,1,40.74650573730469,-73.9178695678711,0,2,0,1,11,11,38,54,0,1,11,11,49,34
5.0,0.86,40.75596618652344,-73.9214096069336,1,40.74431228637695,-73.9260482788086,0,2,4,1,1,3,17,42,4,1,1,3,20,49
27.5,6.56,40.74936676025391,-73.98421478271484,1,40.74723052978516,-73.88776397705078,0,2,0,1,11,10,16,56,0,1,11,10,49,29
6.0,0.98,40.6879768371582,-73.95506286621094,1,40.68596267700195,-73.97350311279297,0,2,5,1,9,1,52,55,5,1,9,1,59,4
8.0,1.59,40.7064323425293,-73.94309997558594,1,40.71712875366211,-73.95845794677734,0,2,5,1,9,23,45,51,5,1,9,23,54,20
9.5,2.29,40.6938591003418,-73.93025970458984,1,40.68088150024414,-73.9546890258789,0,2,0,1,11,7,59,38,0,1,11,8,9,3
7.5,1.55,40.70100402832031,-73.92599487304688,1,40.69131851196289,-73.92546081542969,0,2,4,1,1,0,15,25,4,1,1,0,23,18
27.5,8.32,40.77033233642578,-73.86475372314453,1,40.80824661254883,-73.95996856689453,0,2,2,1,20,9,35,30,2,1,20,10,0,24
21.0,5.1,40.700340270996094,-73.90937042236328,1,40.68569564819336,-73.98970794677734,0,1,3,1,14,18,37,8,3,1,14,19,7,14
7.0,1.29,40.70147705078125,-73.98454284667969,1,40.68669128417969,-73.97937774658203,0,2,1,1,12,20,35,57,1,1,12,20,42,52
9.5,2.83,40.77428436279297,-73.87164306640625,1,40.77007675170898,-73.91778564453125,0,2,5,1,16,18,2,19,5,1,16,18,7,44
16.0,3.6,40.79018020629883,-73.97520446777344,1,40.81840515136719,-73.93789672851562,0,1,3,1,21,19,8,55,3,1,21,19,29,49
25.0,5.5,40.75714874267578,-73.97840881347656,1,40.81904220581055,-73.94482421875,0,1,0,1,4,8,40,49,0,1,4,9,15,47
7.5,1.53,40.69127655029297,-73.9843521118164,1,40.6806869506836,-73.97759246826172,0,2,4,1,22,0,48,10,4,1,22,0,56,20
11.0,2.7,40.76416397094727,-73.82653045654297,1,40.743072509765625,-73.85125732421875,0,1,2,1,20,8,43,3,2,1,20,8,54,9
19.5,4.5,40.67795944213867,-73.8908462524414,1,40.68510818481445,-73.97654724121094,0,1,3,1,14,10,17,40,3,1,14,10,44,50
24.0,6.0,40.76020812988281,-73.99129486083984,1,40.77620315551758,-73.91044616699219,0,1,0,1,4,17,56,39,0,1,4,18,27,35
6.5,1.03,40.8174057006836,-73.96050262451172,1,40.80820083618164,-73.94629669189453,0,2,5,1,16,21,41,27,5,1,16,21,48,46
11.5,2.89,40.67502212524414,-73.95649719238281,1,40.71038055419922,-73.96346282958984,0,2,1,1,12,21,12,15,1,1,12,21,24,55
5.0,0.8,40.81330871582031,-73.94499206542969,1,40.80670166015625,-73.95368194580078,0,2,5,1,16,2,18,44,5,1,16,2,22,8
4.5,0.91,40.79108428955078,-73.94711303710938,1,40.80243682861328,-73.93889617919922,0,2,5,1,2,21,3,48,5,1,2,21,6,2
8.0,1.54,40.6795768737793,-73.96812438964844,1,40.68733978271485,-73.99349975585938,0,2,5,1,16,21,25,48,5,1,16,21,34,48
27.5,7.1,40.74394226074219,-73.98777770996094,1,40.74561309814453,-73.90373229980469,0,1,5,1,2,10,51,26,5,1,2,11,23,49
8.5,1.66,40.7468376159668,-73.85839080810547,2,40.73391342163086,-73.8692855834961,0,2,4,1,1,18,30,41,4,1,1,18,40,23
12.0,1.98,40.71236038208008,-73.95560455322266,1,40.72759628295898,-73.9515609741211,0,2,3,1,28,9,59,35,3,1,28,10,15,46
7.5,1.47,40.80544662475586,-73.96564483642578,5,40.81317138671875,-73.95632934570312,0,2,5,1,2,13,14,43,5,1,2,13,22,16
7.0,1.63,40.68812561035156,-73.95314025878906,1,40.684417724609375,-73.97825622558594,0,2,6,1,10,2,16,42,6,1,10,2,23,28
8.0,1.22,40.75419616699219,-73.81058502197266,1,40.76090240478516,-73.82489776611328,0,2,0,1,25,19,23,36,0,1,25,19,34,18
4.0,0.46,40.71175765991211,-73.82886505126953,1,40.71487045288086,-73.8322525024414,0,2,4,1,29,20,39,19,4,1,29,20,42,28
17.0,5.1,40.67029571533203,-73.958251953125,1,40.72997283935547,-73.95770263671875,0,1,5,1,2,2,59,20,5,1,2,3,15,36
7.5,1.41,40.8120002746582,-73.93562316894531,1,40.806636810302734,-73.9537353515625,0,2,5,1,2,19,43,9,5,1,2,19,50,42
5.0,0.56,40.75028610229492,-73.88528442382812,1,40.75567626953125,-73.88372039794922,0,2,1,1,19,18,6,21,1,1,19,18,11,8
7.0,1.51,40.68385696411133,-73.81494903564453,1,40.69923400878906,-73.80718994140625,0,2,2,1,20,20,45,47,2,1,20,20,52,46
8.5,1.0,40.666748046875,-73.91777801513672,1,40.66902923583984,-73.9300308227539,0,1,1,1,12,17,23,47,1,1,12,17,34,24
5.0,0.5,40.795528411865234,-73.9439697265625,2,40.79426574707031,-73.94889831542969,0,1,1,1,5,7,54,38,1,1,5,7,59,50
4.5,0.72,40.77012634277344,-73.91835021972656,1,40.77391815185547,-73.93096923828125,0,2,4,1,8,22,50,39,4,1,8,22,54,5
7.0,1.22,40.66257095336914,-73.99226379394531,1,40.67738723754883,-73.97975158691406,0,2,6,1,10,19,4,56,6,1,10,19,12,5
7.5,1.02,40.68573760986328,-74.00048828125,1,40.69223403930664,-73.9908218383789,0,2,2,1,27,17,38,56,2,1,27,17,48,34
8.5,1.18,40.81625747680664,-73.92720794677734,1,40.824005126953125,-73.94447326660156,0,2,3,1,14,7,55,52,3,1,14,8,6,5
5.0,0.9,40.74137115478516,-73.89964294433594,1,40.74554443359375,-73.8886947631836,0,1,6,1,3,20,54,5,6,1,3,20,57,34
14.0,2.37,40.75882339477539,-73.97062683105469,4,40.78804397583008,-73.9557113647461,0,2,2,1,20,9,59,6,2,1,20,10,19,47
10.0,2.52,40.76348876953125,-73.97200012207031,2,40.74585723876953,-73.94818115234375,0,2,2,1,27,6,14,53,2,1,27,6,23,53
5.5,0.9,40.74693298339844,-73.94277954101562,1,40.74797058105469,-73.95643615722656,0,1,3,1,7,8,36,27,3,1,7,8,41,23
21.5,6.96,40.70810317993164,-73.9570083618164,1,40.77096176147461,-73.91693115234375,0,2,3,1,14,5,37,28,3,1,14,5,50,30
7.5,1.62,40.76347732543945,-73.94854736328125,2,40.7564697265625,-73.92475891113281,0,2,5,1,16,2,14,50,5,1,16,2,21,17
18.0,4.49,40.69955062866211,-73.92157745361328,1,40.675071716308594,-73.98138427734375,0,2,5,1,30,0,21,56,5,1,30,0,44,51
7.5,1.53,40.74211120605469,-73.85090637207031,1,40.72235870361328,-73.84394073486328,0,2,0,1,4,19,32,43,0,1,4,19,40,51
6.0,0.95,40.74705505371094,-73.89091491699219,1,40.75564193725586,-73.8854751586914,0,2,1,1,19,8,41,56,1,1,19,8,47,55
5.5,1.28,40.68362045288086,-73.99732971191406,1,40.6777458190918,-73.98271179199219,0,2,3,1,21,1,43,5,3,1,21,1,46,46
7.5,1.77,40.71646499633789,-73.83318328857422,6,40.73281097412109,-73.849609375,0,2,6,1,10,16,22,46,6,1,10,16,28,55
18.5,4.1,40.71806716918945,-73.94522857666016,1,40.67586517333984,-73.95612335205078,0,1,4,1,8,12,4,57,4,1,8,12,30,34
5.0,0.79,40.802207946777344,-73.9498519897461,1,40.79635238647461,-73.93614196777344,0,2,1,1,12,12,22,46,1,1,12,12,27,32
13.0,3.0,40.67250442504883,-73.9911880493164,1,40.68055725097656,-73.95230865478516,0,1,5,1,2,8,30,25,5,1,2,8,45,48
6.5,1.34,40.79216766357422,-73.93803405761719,1,40.80475616455078,-73.9379653930664,0,2,4,1,29,21,12,32,4,1,29,21,18,46
6.0,1.4,40.78732299804688,-73.95211029052734,1,40.80527877807617,-73.93923950195312,0,1,5,1,16,23,38,46,5,1,16,23,42,59
11.5,2.75,40.66413879394531,-73.9262924194336,1,40.68124008178711,-73.95584106445312,0,2,1,1,5,19,57,42,1,1,5,20,10,42
12.5,2.85,40.78776168823242,-73.9747085571289,1,40.81990051269531,-73.95538330078125,0,2,4,1,22,12,34,6,4,1,22,12,49,48
7.0,0.93,40.86588287353516,-73.923095703125,1,40.85935592651367,-73.928955078125,0,2,1,1,5,14,23,28,1,1,5,14,29,1
6.0,1.0,40.80127716064453,-73.96977233886719,1,40.80978012084961,-73.95887756347656,0,2,2,1,13,17,16,33,2,1,13,17,22,17
15.5,4.26,40.73358917236328,-73.87528991699219,1,40.76201248168945,-73.92550659179688,0,2,3,1,14,22,18,50,3,1,14,22,34,34
15.5,3.92,40.68056106567383,-73.843994140625,1,40.72674179077149,-73.85359954833984,0,2,0,1,4,11,28,43,0,1,4,11,45,18
8.0,1.8,40.71847915649414,-73.98756408691406,1,40.70888900756836,-73.95906066894531,0,1,5,1,30,7,37,44,5,1,30,7,43,39
5.5,1.0,40.57822799682617,-73.95030975341797,1,40.587345123291016,-73.95425415039062,0,1,1,1,5,0,36,5,1,1,5,0,39,37
10.0,2.44,40.69401931762695,-73.96096801757812,5,40.691200256347656,-73.97879028320312,0,2,1,1,26,17,6,20,1,1,26,17,25,29
4.5,0.55,40.79690933227539,-73.97013854980469,1,40.80442810058594,-73.96687316894531,0,2,1,1,26,16,26,49,1,1,26,16,30,49
19.0,4.56,40.74642181396485,-73.94416046142578,1,40.69401550292969,-73.96414947509766,0,2,4,1,15,7,5,31,4,1,15,7,28,32
11.0,2.98,40.72214126586914,-73.9587173461914,1,40.68835067749024,-73.96588134765625,0,2,4,1,1,21,11,26,4,1,1,21,21,54
11.0,2.29,40.676082611083984,-73.95603942871094,1,40.68671417236328,-73.99028778076172,0,2,5,1,30,12,58,56,5,1,30,13,12,23
7.0,0.5,40.80217742919922,-73.94203186035156,1,40.80707550048828,-73.94569396972656,0,1,4,1,15,17,48,6,4,1,15,17,56,59
16.0,3.38,40.810943603515625,-73.92444610595703,5,40.80484008789063,-73.9660415649414,0,2,2,1,6,15,21,40,2,1,6,15,43,33
24.5,7.1,40.75044631958008,-73.99482727050781,1,40.6962890625,-73.98975372314453,0,1,3,1,21,13,1,4,3,1,21,13,27,14
8.0,1.38,40.85202026367188,-73.93054962158203,1,40.86541748046875,-73.9271469116211,0,2,4,1,8,22,11,55,4,1,8,22,20,19
9.0,1.95,40.74321365356445,-73.85520935058594,1,40.72102737426758,-73.8442153930664,0,2,0,1,18,20,35,28,0,1,18,20,45,23
9.0,1.85,40.81515121459961,-73.94342041015625,1,40.80337905883789,-73.964599609375,0,2,3,1,14,21,15,18,3,1,14,21,24,38
9.0,1.31,40.78448867797852,-73.97163391113281,1,40.80186462402344,-73.96075439453125,0,2,2,1,27,13,45,12,2,1,27,13,57,44
9.0,1.46,40.80162048339844,-73.96800231933594,1,40.79074096679688,-73.95366668701172,0,2,3,1,14,17,32,9,3,1,14,17,42,55
9.5,2.0,40.66698455810547,-73.9881362915039,2,40.674903869628906,-73.96465301513672,0,1,3,1,28,11,35,54,3,1,28,11,46,21
7.5,1.45,40.73828506469727,-73.90287017822266,1,40.74581146240234,-73.90333557128906,0,2,0,1,4,18,4,19,0,1,4,18,12,30
11.5,1.77,40.821895599365234,-73.95491027832031,1,40.80494689941406,-73.93888854980469,0,2,4,1,22,9,7,47,4,1,22,9,24,14
2.5,0.1,40.80883026123047,-73.9483871459961,1,40.807838439941406,-73.94911193847656,0,1,0,1,25,1,57,41,0,1,25,1,58,17
6.0,1.05,40.73467254638672,-73.89322662353516,5,40.74643325805664,-73.89077758789062,0,2,3,1,21,15,49,47,3,1,21,15,56,3
10.0,2.38,40.876243591308594,-73.9093246459961,1,40.86200714111328,-73.89397430419922,0,2,2,1,13,11,45,14,2,1,13,11,56,28
6.5,0.96,40.75545883178711,-73.88554382324219,1,40.74690628051758,-73.89122772216797,0,2,4,1,15,17,42,30,4,1,15,17,49,50
22.5,7.07,40.78409194946289,-73.84587097167969,1,40.747779846191406,-73.89253234863281,0,2,6,1,17,19,3,30,6,1,17,19,22,49
4.5,0.62,40.77925109863281,-73.91983795166016,1,40.7755126953125,-73.9117431640625,0,2,2,1,13,21,23,37,2,1,13,21,27,8
6.0,1.23,40.68143844604492,-73.9802474975586,1,40.66685485839844,-73.98822021484375,0,2,5,1,30,5,14,31,5,1,30,5,19,19
4.0,0.43,40.82855224609375,-73.9507827758789,1,40.82323455810547,-73.95272827148438,0,2,1,1,5,7,38,23,1,1,5,7,41,33
4.0,0.6,40.71017837524414,-73.96220397949219,1,40.71689987182617,-73.95663452148438,0,1,3,1,7,14,57,28,3,1,7,15,0,35
11.5,3.14,40.75783157348633,-73.88671875,1,40.74310302734375,-73.91984558105469,0,2,5,1,2,12,32,47,5,1,2,12,42,46
6.5,0.93,40.69316101074219,-73.98893737792969,1,40.702186584472656,-73.98284912109375,0,2,3,1,28,8,59,43,3,1,28,9,6,35
14.0,3.68,40.86427688598633,-73.92138671875,1,40.8264274597168,-73.92156219482422,0,2,2,1,6,15,58,49,2,1,6,16,12,10
4.5,0.48,40.767356872558594,-73.92411804199219,4,40.7617301940918,-73.92542266845703,0,2,1,1,26,19,38,43,1,1,26,19,42,46
22.5,7.46,40.73473358154297,-73.95913696289062,1,40.674766540527344,-73.99958038330078,0,2,1,1,5,6,1,34,1,1,5,6,18,46
5.5,0.77,40.69206619262695,-73.9935302734375,1,40.68239212036133,-73.99818420410156,0,2,2,1,6,17,12,5,2,1,6,17,17,56
9.0,1.86,40.79498672485352,-73.97442626953125,1,40.81287384033203,-73.95677947998047,0,2,0,1,11,7,51,33,0,1,11,8,0,23
17.5,4.91,40.70292282104492,-73.9332504272461,3,40.68507766723633,-73.97803497314453,0,2,5,1,16,22,4,54,5,1,16,22,22,27
9.0,1.72,40.7889518737793,-73.95297241210938,1,40.80078506469727,-73.9581298828125,0,2,2,1,27,13,25,37,2,1,27,13,37,1
14.5,2.17,40.665748596191406,-73.98969268798828,5,40.68325805664063,-73.995361328125,0,2,0,1,11,17,45,55,0,1,11,18,7,3
5.5,1.05,40.69571304321289,-73.96954345703125,6,40.69392776489258,-73.98707580566406,0,2,4,1,8,20,14,18,4,1,8,20,18,12
13.0,2.76,40.70411682128906,-73.9385757446289,1,40.67126083374024,-73.92587280273438,0,2,4,1,15,13,29,3,4,1,15,13,45,54
18.5,4.06,40.740234375,-73.9945297241211,1,40.714603424072266,-73.95780944824219,0,2,5,1,30,2,3,9,5,1,30,2,27,56
8.0,1.35,40.86303329467773,-73.8645248413086,1,40.84539031982422,-73.86610412597656,0,2,1,1,26,8,14,24,1,1,26,8,25,0
3.5,0.51,40.71106719970703,-73.95046997070312,5,40.71194076538086,-73.94120025634766,0,2,0,1,11,23,55,4,0,1,11,23,56,25
6.0,0.73,40.785247802734375,-73.95122528076172,1,40.79347229003906,-73.94939422607422,0,2,2,1,6,7,28,15,2,1,6,7,34,58
9.0,2.1,40.67462158203125,-73.99787139892578,1,40.67546081542969,-74.01580047607422,0,1,5,1,9,16,39,10,5,1,9,16,48,49
4.5,0.7,40.75520324707031,-73.9309310913086,1,40.76408767700195,-73.92379760742188,0,2,0,1,4,9,55,10,0,1,4,9,57,55
11.5,2.27,40.68046188354492,-73.97457885742188,1,40.65022659301758,-73.96095275878906,0,2,5,1,30,18,22,13,5,1,30,18,36,34
9.0,1.99,40.78751754760742,-73.97467803955078,1,40.80337142944336,-73.95278930664062,0,2,0,1,18,13,19,54,0,1,18,13,30,1
22.5,7.45,40.82789611816406,-73.85334777832031,1,40.766258239746094,-73.91302490234375,0,2,6,1,17,21,57,39,6,1,17,22,13,37
4.0,0.62,40.69300079345703,-73.80558776855469,1,40.70074462890625,-73.80779266357422,0,2,3,1,14,1,14,53,3,1,14,1,17,25
9.0,1.48,40.83920669555664,-73.9409408569336,1,40.820556640625,-73.9546127319336,0,2,3,1,28,9,13,38,3,1,28,9,24,5
6.0,0.96,40.7295036315918,-73.95751190185547,1,40.717899322509766,-73.95759582519531,0,2,4,1,29,23,22,49,4,1,29,23,28,1
4.5,0.7,40.68984222412109,-73.9802474975586,1,40.68981170654297,-73.96623229980469,0,1,1,1,5,9,1,26,1,1,5,9,5,5
8.5,2.19,40.64328384399414,-73.97457122802734,2,40.66852569580078,-73.980224609375,0,2,1,1,19,20,53,51,1,1,19,21,0,6
12.0,3.22,40.82731246948242,-73.94613647460938,1,40.80112075805664,-73.93163299560547,0,2,4,1,1,21,5,13,4,1,1,21,15,15
6.0,1.02,40.69770050048828,-73.94831085205078,1,40.68886566162109,-73.96050262451172,0,2,4,1,22,14,6,27,4,1,22,14,12,41
7.0,1.25,40.79314041137695,-73.95195007324219,1,40.80639266967773,-73.94244384765625,0,2,1,1,19,7,58,41,1,1,19,8,6,32
4.5,0.7,40.78502655029297,-73.94640350341797,1,40.79148483276367,-73.93878936767578,0,2,2,1,20,14,57,46,2,1,20,15,0,59
9.5,1.97,40.832122802734375,-73.91952514648438,1,40.824180603027344,-73.94493103027344,0,2,6,1,17,6,46,1,6,1,17,6,57,1
8.0,1.43,40.75327682495117,-73.87195587158203,1,40.7473258972168,-73.892822265625,0,2,1,1,5,10,16,35,1,1,5,10,26,44
4.0,0.33,40.824981689453125,-73.94024658203125,1,40.82471084594727,-73.93690490722656,0,2,2,1,20,14,24,5,2,1,20,14,27,18
7.5,1.41,40.687137603759766,-73.81427764892578,1,40.70045852661133,-73.80754089355469,0,2,4,1,29,19,44,50,4,1,29,19,52,26
8.5,1.38,40.67681121826172,-73.98664093017578,1,40.69141387939453,-73.98738861083984,0,2,5,1,30,18,56,8,5,1,30,19,6,24
9.0,1.89,40.85479736328125,-73.86565399169922,1,40.862266540527344,-73.89615631103516,0,2,5,1,2,16,40,50,5,1,2,16,50,27
12.5,3.14,40.71662139892578,-73.9590072631836,1,40.69790649414063,-73.92792510986328,0,2,4,1,1,1,38,20,4,1,1,1,53,26
5.0,0.64,40.71311950683594,-73.84085083007812,1,40.72136306762695,-73.84432983398438,0,2,4,1,8,0,30,22,4,1,8,0,35,2
16.0,4.06,40.70298385620117,-73.90283203125,2,40.729957580566406,-73.95668029785156,0,2,4,1,1,0,12,25,4,1,1,0,32,28
6.5,1.18,40.80372619628906,-73.95203399658203,1,40.81532669067383,-73.95805358886719,0,2,1,1,12,0,2,45,1,1,12,0,8,50
9.5,2.64,40.779563903808594,-73.9840087890625,1,40.80423355102539,-73.95734405517578,0,2,3,1,21,23,43,33,3,1,21,23,51,3
